# t   analytical   numerical_linear   numerical_nonlinear   error_linear   error_nonlinear   energy_nonlinear
3.5700000000e+00  3.9910322512e-03  3.9910322504e-03  1.1442718897e-03  8.0586665813e-13  2.8467603615e-03  5.1474144662e-02
3.5800000000e+00  7.1843622355e-03  7.1843622347e-03  4.3419383901e-03  7.9100007794e-13  2.8424238454e-03  5.0860638005e-02
3.5900000000e+00  1.0351563421e-02  1.0351563421e-02  7.5162300098e-03  7.7536414789e-13  2.8353334117e-03  5.0256067276e-02
3.6000000000e+00  1.3489694644e-02  1.3489694643e-02  1.0664182234e-02  7.5915142228e-13  2.8255124102e-03  4.9661487217e-02
3.6100000000e+00  1.6595860761e-02  1.6595860761e-02  1.3782874112e-02  7.4203490574e-13  2.8129866492e-03  4.9077908160e-02
3.6200000000e+00  1.9667215213e-02  1.9667215213e-02  1.6869430886e-02  7.2419500952e-13  2.7977843274e-03  4.8506292565e-02
3.6300000000e+00  2.2700962512e-02  2.2700962511e-02  1.9921026546e-02  7.0565775445e-13  2.7799359660e-03  4.7947551791e-02
3.6400000000e+00  2.5694360671e-02  2.5694360670e-02  2.2934886330e-02  6.8660355179e-13  2.7594743409e-03  4.7402543096e-02
3.6500000000e+00  2.8644723569e-02  2.8644723568e-02  2.5908289152e-02  6.6672015131e-13  2.7364344167e-03  4.6872066898e-02
3.6600000000e+00  3.1549423240e-02  3.1549423239e-02  2.8838569960e-02  6.4635796715e-13  2.7108532797e-03  4.6356864288e-02
3.6700000000e+00  3.4405892095e-02  3.4405892095e-02  3.1723122022e-02  6.2522903521e-13  2.6827700738e-03  4.5857614801e-02
3.6800000000e+00  3.7211625077e-02  3.7211625076e-02  3.4559399141e-02  6.0362131959e-13  2.6522259360e-03  4.5374934461e-02
3.6900000000e+00  3.9964181729e-02  3.9964181728e-02  3.7344917794e-02  5.8130583680e-13  2.6192639346e-03  4.4909374101e-02
3.7000000000e+00  4.2661188200e-02  4.2661188200e-02  4.0077259192e-02  5.5858095926e-13  2.5839290078e-03  4.4461417951e-02
3.7100000000e+00  4.5300339169e-02  4.5300339168e-02  4.2754071264e-02  5.3516219234e-13  2.5462679046e-03  4.4031482514e-02
3.7200000000e+00  4.7879399683e-02  4.7879399683e-02  4.5373070557e-02  5.1140341961e-13  2.5063291264e-03  4.3619915710e-02
3.7300000000e+00  5.0396206930e-02  5.0396206929e-02  4.7932044059e-02  4.8700626865e-13  2.4641628713e-03  4.3226996315e-02
3.7400000000e+00  5.2848671915e-02  5.2848671915e-02  5.0428850937e-02  4.6227605077e-13  2.4198209787e-03  4.2852933660e-02
3.7500000000e+00  5.5234781068e-02  5.5234781068e-02  5.2861424191e-02  4.3699072139e-13  2.3733568768e-03  4.2497867617e-02
3.7600000000e+00  5.7552597758e-02  5.7552597758e-02  5.5227772228e-02  4.1127518058e-13  2.3248255301e-03  4.2161868858e-02
3.7700000000e+00  5.9800263727e-02  5.9800263727e-02  5.7525980337e-02  3.8517106171e-13  2.2742833895e-03  4.1844939372e-02
3.7800000000e+00  6.1976000441e-02  6.1976000440e-02  5.9754212098e-02  3.5884489824e-13  2.2217883429e-03  4.1547013253e-02
3.7900000000e+00  6.4078110349e-02  6.4078110349e-02  6.1910710682e-02  3.3205382888e-13  2.1673996674e-03  4.1267957740e-02
3.8000000000e+00  6.6104978063e-02  6.6104978063e-02  6.3993800081e-02  3.0508928717e-13  2.1111779820e-03  4.1007574509e-02
3.8100000000e+00  6.8055071441e-02  6.8055071441e-02  6.6001886239e-02  2.7773616740e-13  2.0531852019e-03  4.0765601199e-02
3.8200000000e+00  6.9926942593e-02  6.9926942593e-02  6.7933458101e-02  2.5024426975e-13  1.9934844924e-03  4.0541713175e-02
3.8300000000e+00  7.1719228789e-02  7.1719228789e-02  6.9787088565e-02  2.2237767183e-13  1.9321402241e-03  4.0335525509e-02
3.8400000000e+00  7.3430653284e-02  7.3430653284e-02  7.1561435355e-02  1.9438617382e-13  1.8692179283e-03  4.0146595175e-02
3.8500000000e+00  7.5060026050e-02  7.5060026050e-02  7.3255241799e-02  1.6626977573e-13  1.8047842516e-03  3.9974423439e-02
3.8600000000e+00  7.6606244427e-02  7.6606244427e-02  7.4867337515e-02  1.3797296639e-13  1.7389069119e-03  3.9818458443e-02
3.8700000000e+00  7.8068293670e-02  7.8068293670e-02  7.6396639018e-02  1.0960676811e-13  1.6716546522e-03  3.9678097956e-02
3.8800000000e+00  7.9445247425e-02  7.9445247425e-02  7.7842150229e-02  8.1087914161e-14  1.6030971955e-03  3.9552692297e-02
3.8900000000e+00  8.0736268097e-02  8.0736268097e-02  7.9202962899e-02  5.2582938004e-14  1.5333051980e-03  3.9441547398e-02
3.9000000000e+00  8.1940607146e-02  8.1940607146e-02  8.0478256945e-02  2.4008572908e-14  1.4623502015e-03  3.9343928009e-02
3.9100000000e+00  8.3057605281e-02  8.3057605281e-02  8.1667300696e-02  4.5519144010e-15  1.3903045849e-03  3.9259061019e-02
3.9200000000e+00  8.4086692573e-02  8.4086692573e-02  8.2769451059e-02  3.3140157285e-14  1.3172415143e-03  3.9186138886e-02
3.9300000000e+00  8.5027388479e-02  8.5027388479e-02  8.3784153587e-02  6.1645133442e-14  1.2432348915e-03  3.9124323159e-02
3.9400000000e+00  8.5879301774e-02  8.5879301774e-02  8.4710942473e-02  9.0025209509e-14  1.1683593009e-03  3.9072748077e-02
3.9500000000e+00  8.6642130402e-02  8.6642130402e-02  8.5549440447e-02  1.1828038549e-13  1.0926899549e-03  3.9030524227e-02
3.9600000000e+00  8.7315661238e-02  8.7315661238e-02  8.6299358601e-02  1.4643841695e-13  1.0163026371e-03  3.8996742258e-02
3.9700000000e+00  8.7899769763e-02  8.7899769763e-02  8.6960496119e-02  1.7434664823e-13  9.3927364380e-04  3.8970476614e-02
3.9800000000e+00  8.8394419656e-02  8.8394419656e-02  8.7532739933e-02  2.0210222385e-13  8.6167972319e-04  3.8950789299e-02
3.9900000000e+00  8.8799662302e-02  8.8799662303e-02  8.8016064290e-02  2.2963575486e-13  7.8359801281e-04  3.8936733633e-02
4.0000000000e+00  8.9115636220e-02  8.9115636220e-02  8.8410530245e-02  2.5689173011e-13  7.0510597457e-04  3.8927358002e-02
4.0100000000e+00  8.9342566399e-02  8.9342566399e-02  8.8716285071e-02  2.8393953855e-13  6.2628132778e-04  3.8921709582e-02
4.0200000000e+00  8.9480763570e-02  8.9480763570e-02  8.8933561590e-02  3.1066815787e-13  5.4720198004e-04  3.8918838021e-02
4.0300000000e+00  8.9530623381e-02  8.9530623381e-02  8.9062677425e-02  3.3706371028e-13  4.6794595598e-04  3.8917799069e-02
4.0400000000e+00  8.9492625509e-02  8.9492625509e-02  8.9104034185e-02  3.6309844020e-13  3.8859132405e-04  3.8917658137e-02
4.0500000000e+00  8.9367332681e-02  8.9367332682e-02  8.9058116560e-02  3.8874459207e-13  3.0921612133e-04  3.8917493781e-02
4.0600000000e+00  8.9155389635e-02  8.9155389635e-02  8.8925491358e-02  4.1398828809e-13  2.2989827642e-04  3.8916401091e-02
4.0700000000e+00  8.8857521991e-02  8.8857521991e-02  8.8706806460e-02  4.3880177270e-13  1.5071553066e-04  3.8913494975e-02
4.0800000000e+00  8.8474535063e-02  8.8474535063e-02  8.8402789705e-02  4.6312953472e-13  7.1745357775e-05  3.8907913327e-02
4.0900000000e+00  8.8007312592e-02  8.8007312592e-02  8.8014247710e-02  4.8695769639e-13  6.9351179936e-06  3.8898820072e-02
4.1000000000e+00  8.7456815413e-02  8.7456815414e-02  8.7542064618e-02  5.1031401327e-13  8.5249204952e-05  3.8885408070e-02
4.1100000000e+00  8.6824080057e-02  8.6824080057e-02  8.6987200785e-02  5.3321236315e-13  1.6312072810e-04  3.8866901872e-02
4.1200000000e+00  8.6110217279e-02  8.6110217279e-02  8.6350691393e-02  5.5545845701e-13  2.4047411413e-04  3.8842560330e-02
4.1300000000e+00  8.5316410531e-02  8.5316410532e-02  8.5633645008e-02  5.7714943935e-13  3.1723447707e-04  3.8811679031e-02
4.1400000000e+00  8.4443914371e-02  8.4443914372e-02  8.4837242076e-02  5.9824367682e-13  3.9332770427e-04  3.8773592570e-02
4.1500000000e+00  8.3494052809e-02  8.3494052810e-02  8.3962733352e-02  6.1887994729e-13  4.6868054263e-04  3.8727676640e-02
4.1600000000e+00  8.2468217595e-02  8.2468217595e-02  8.3011438279e-02  6.3875293943e-13  5.4322068466e-04  3.8673349941e-02
4.1700000000e+00  8.1367866455e-02  8.1367866456e-02  8.1984743309e-02  6.5795979776e-13  6.1687685418e-04  3.8610075897e-02
4.1800000000e+00  8.0194521272e-02  8.0194521272e-02  8.0884100163e-02  6.7651440006e-13  6.8957889147e-04  3.8537364184e-02
4.1900000000e+00  7.8949766209e-02  7.8949766210e-02  7.9711024046e-02  6.9452776863e-13  7.6125783742e-04  3.8454772057e-02
4.2000000000e+00  7.7635245792e-02  7.7635245793e-02  7.8467091809e-02  7.1170846994e-13  8.3184601667e-04  3.8361905478e-02
4.2100000000e+00  7.6252662940e-02  7.6252662941e-02  7.7153940059e-02  7.2816752628e-13  9.0127711919e-04  3.8258420045e-02
4.2200000000e+00  7.4803776945e-02  7.4803776946e-02  7.5773263226e-02  7.4389105986e-13  9.6948628029e-04  3.8144021716e-02
4.2300000000e+00  7.3290401423e-02  7.3290401423e-02  7.4326811581e-02  7.5894845963e-13  1.0364101587e-03  3.8018467326e-02
4.2400000000e+00  7.1714402205e-02  7.1714402206e-02  7.2816389218e-02  7.7313155877e-13  1.1019870123e-03  3.7881564905e-02
4.2500000000e+00  7.0077695212e-02  7.0077695212e-02  7.1243851983e-02  7.8656525737e-13  1.1661567717e-03  3.7733173794e-02
4.2600000000e+00  6.8382244269e-02  6.8382244269e-02  6.9611105380e-02  7.9919404428e-13  1.2288611111e-03  3.7573204557e-02
4.2700000000e+00  6.6630058907e-02  6.6630058908e-02  6.7920102423e-02  8.1125384188e-13  1.2900435159e-03  3.7401618701e-02
4.2800000000e+00  6.4823192121e-02  6.4823192122e-02  6.6172841469e-02  8.2230056098e-13  1.3496493480e-03  3.7218428190e-02
4.2900000000e+00  6.2963738103e-02  6.2963738104e-02  6.4371364010e-02  8.3251461280e-13  1.4076259070e-03  3.7023694785e-02
4.3000000000e+00  6.1053829945e-02  6.1053829946e-02  6.2517752434e-02  8.4188905847e-13  1.4639224888e-03  3.6817529186e-02
4.3100000000e+00  5.9095637323e-02  5.9095637323e-02  6.0614127762e-02  8.5065288147e-13  1.5184904398e-03  3.6600089997e-02
4.3200000000e+00  5.7091364155e-02  5.7091364156e-02  5.8662647363e-02  8.5835505370e-13  1.5712832080e-03  3.6371582516e-02
4.3300000000e+00  5.5043246242e-02  5.5043246243e-02  5.6665502632e-02  8.6521068088e-13  1.6222563900e-03  3.6132257364e-02
4.3400000000e+00  5.2953548890e-02  5.2953548891e-02  5.4624916664e-02  8.7120588521e-13  1.6713677739e-03  3.5882408943e-02
4.3500000000e+00  5.0824564515e-02  5.0824564516e-02  5.2543141894e-02  8.7646556679e-13  1.7185773787e-03  3.5622373749e-02
4.3600000000e+00  4.8658610246e-02  4.8658610247e-02  5.0422457734e-02  8.8085788663e-13  1.7638474888e-03  3.5352528541e-02
4.3700000000e+00  4.6458025503e-02  4.6458025503e-02  4.8265168188e-02  8.8425794464e-13  1.8071426852e-03  3.5073288367e-02
4.3800000000e+00  4.4225169581e-02  4.4225169582e-02  4.6073599453e-02  8.8679064092e-13  1.8484298721e-03  3.4785104474e-02
4.3900000000e+00  4.1962419223e-02  4.1962419224e-02  4.3850097522e-02  8.8846985324e-13  1.8876782992e-03  3.4488462094e-02
4.4000000000e+00  3.9672166190e-02  3.9672166190e-02  4.1597025770e-02  8.8939966503e-13  1.9248595801e-03  3.4183878126e-02
4.4100000000e+00  3.7356814831e-02  3.7356814832e-02  3.9316762538e-02  8.8931639830e-13  1.9599477069e-03  3.3871898722e-02
4.4200000000e+00  3.5018779661e-02  3.5018779662e-02  3.7011698721e-02  8.8836576984e-13  1.9929190599e-03  3.3553096784e-02
4.4300000000e+00  3.2660482932e-02  3.2660482933e-02  3.4684235346e-02  8.8656165742e-13  2.0237524139e-03  3.3228069392e-02
4.4400000000e+00  3.0284352225e-02  3.0284352226e-02  3.2336781166e-02  8.8415039179e-13  2.0524289408e-03  3.2897435159e-02
4.4500000000e+00  2.7892818038e-02  2.7892818039e-02  2.9971750246e-02  8.8060808645e-13  2.0789322078e-03  3.2561831544e-02
4.4600000000e+00  2.5488311394e-02  2.5488311395e-02  2.7591559566e-02  8.7620882772e-13  2.1032481720e-03  3.2221912110e-02
4.4700000000e+00  2.3073261463e-02  2.3073261464e-02  2.5198626635e-02  8.7097690171e-13  2.1253651721e-03  3.1878343763e-02
4.4800000000e+00  2.0650093191e-02  2.0650093192e-02  2.2795367107e-02  8.6516557807e-13  2.1452739158e-03  3.1531803966e-02
4.4900000000e+00  1.8221224960e-02  1.8221224961e-02  2.0384192425e-02  8.5824056195e-13  2.1629674643e-03  3.1182977939e-02
4.5000000000e+00  1.5789066260e-02  1.5789066261e-02  1.7967507474e-02  8.5048634801e-13  2.1784412141e-03  3.0832555877e-02
4.5100000000e+00  1.3356015383e-02  1.3356015384e-02  1.5547708258e-02  8.4192028349e-13  2.1916928748e-03  3.0481230163e-02
4.5200000000e+00  1.0924457149e-02  1.0924457150e-02  1.3127179595e-02  8.3267941153e-13  2.2027224453e-03  3.0129692621e-02
4.5300000000e+00  8.4967606516e-03  8.4967606524e-03  1.0708292838e-02  8.2250005418e-13  2.2115321864e-03  2.9778631792e-02
4.5400000000e+00  6.0752770348e-03  6.0752770356e-03  8.2934036266e-03  8.1153660181e-13  2.2181265919e-03  2.9428730264e-02
4.5500000000e+00  3.6623373028e-03  3.6623373036e-03  5.8848496591e-03  7.9993390384e-13  2.2225123563e-03  2.9080662049e-02
4.5600000000e+00  1.2602501597e-03  1.2602501605e-03  3.4849485014e-03  7.8757031279e-13  2.2246983418e-03  2.8735090034e-02
4.5700000000e+00  -1.1287001149e-03  -1.1287001141e-03  1.0959954272e-03  7.7431919383e-13  2.2246955421e-03  2.8392663496e-02
4.5800000000e+00  -3.5022557537e-03  -3.5022557529e-03  -1.2797387079e-03  7.6033580473e-13  2.2225170457e-03  2.8054015705e-02
4.5900000000e+00  -5.8581875509e-03  -5.8581875502e-03  -3.6400095544e-03  7.4563272223e-13  2.2181779965e-03  2.7719761623e-02
4.6000000000e+00  -8.1942968721e-03  -8.1942968714e-03  -5.9826013182e-03  7.3049205573e-13  2.2116955539e-03  2.7390495689e-02
4.6100000000e+00  -1.0508417621e-02  -1.0508417620e-02  -8.3053287694e-03  7.1440076077e-13  2.2030888515e-03  2.7066789726e-02
4.6200000000e+00  -1.2798418163e-02  -1.2798418163e-02  -1.0606039209e-02  6.9763292365e-13  2.1923789545e-03  2.6749190950e-02
4.6300000000e+00  -1.5062203206e-02  -1.5062203205e-02  -1.2882614389e-02  6.8021109578e-13  2.1795888163e-03  2.6438220106e-02
4.6400000000e+00  -1.7297715627e-02  -1.7297715626e-02  -1.5132972392e-02  6.6216129802e-13  2.1647432348e-03  2.6134369725e-02
4.6500000000e+00  -1.9502938262e-02  -1.9502938262e-02  -1.7355069455e-02  6.4374894304e-13  2.1478688073e-03  2.5838102520e-02
4.6600000000e+00  -2.1675895636e-02  -2.1675895635e-02  -1.9546901750e-02  6.2448310412e-13  2.1289938855e-03  2.5549849907e-02
4.6700000000e+00  -2.3814655645e-02  -2.3814655644e-02  -2.1706507115e-02  6.0462745921e-13  2.1081485299e-03  2.5270010677e-02
4.6800000000e+00  -2.5917331187e-02  -2.5917331187e-02  -2.3831966723e-02  5.8423058058e-13  2.0853644639e-03  2.4998949807e-02
4.6900000000e+00  -2.7982081742e-02  -2.7982081742e-02  -2.5921406714e-02  5.6340349053e-13  2.0606750280e-03  2.4736997415e-02
4.7000000000e+00  -3.0007114887e-02  -3.0007114887e-02  -2.7972999754e-02  5.4196230836e-13  2.0341151330e-03  2.4484447869e-02
4.7100000000e+00  -3.1990687765e-02  -3.1990687764e-02  -2.9984966551e-02  5.2002846473e-13  2.0057212141e-03  2.4241559043e-02
4.7200000000e+00  -3.3931108492e-02  -3.3931108491e-02  -3.1955577307e-02  4.9762277632e-13  1.9755311849e-03  2.4008551732e-02
4.7300000000e+00  -3.5826737508e-02  -3.5826737507e-02  -3.3883153117e-02  4.7500198219e-13  1.9435843906e-03  2.3785609204e-02
4.7400000000e+00  -3.7675988865e-02  -3.7675988865e-02  -3.5766067303e-02  4.5171505425e-13  1.9099215621e-03  2.3572876921e-02
4.7500000000e+00  -3.9477331461e-02  -3.9477331461e-02  -3.7602746691e-02  4.2803954825e-13  1.8745847699e-03  2.3370462404e-02
4.7600000000e+00  -4.1229290205e-02  -4.1229290204e-02  -3.9391672827e-02  4.0399628087e-13  1.8376173780e-03  2.3178435242e-02
4.7700000000e+00  -4.2930447126e-02  -4.2930447126e-02  -4.1131383128e-02  3.7979341894e-13  1.7990639982e-03  2.2996827261e-02
4.7800000000e+00  -4.4579442422e-02  -4.4579442422e-02  -4.2820471978e-02  3.5509095664e-13  1.7589704438e-03  2.2825632831e-02
4.7900000000e+00  -4.6174975435e-02  -4.6174975435e-02  -4.4457591751e-02  3.3007624411e-13  1.7173836843e-03  2.2664809315e-02
4.8000000000e+00  -4.7715805575e-02  -4.7715805574e-02  -4.6041453775e-02  3.0478397584e-13  1.6743517994e-03  2.2514277663e-02
4.8100000000e+00  -4.9200753170e-02  -4.9200753170e-02  -4.7570829237e-02  2.7931823521e-13  1.6299239334e-03  2.2373923135e-02
4.8200000000e+00  -5.0628700259e-02  -5.0628700259e-02  -4.9044550010e-02  2.5365126666e-13  1.5841502494e-03  2.2243596157e-02
4.8300000000e+00  -5.1998591313e-02  -5.1998591313e-02  -5.0461509430e-02  2.2768592567e-13  1.5370818831e-03  2.2123113303e-02
4.8400000000e+00  -5.3309433896e-02  -5.3309433895e-02  -5.1820662998e-02  2.0151935676e-13  1.4887708975e-03  2.2012258398e-02
4.8500000000e+00  -5.4560299254e-02  -5.4560299254e-02  -5.3121029018e-02  1.7531115448e-13  1.4392702361e-03  2.1910783733e-02
4.8600000000e+00  -5.5750322851e-02  -5.5750322850e-02  -5.4361689173e-02  1.4890172428e-13  1.3886336771e-03  2.1818411389e-02
4.8700000000e+00  -5.6878704819e-02  -5.6878704819e-02  -5.5541789033e-02  1.2238127178e-13  1.3369157862e-03  2.1734834663e-02
4.8800000000e+00  -5.7944710364e-02  -5.7944710364e-02  -5.6660538494e-02  9.5826124813e-14  1.2841718700e-03  2.1659719592e-02
4.8900000000e+00  -5.8947670089e-02  -5.8947670089e-02  -5.7717212160e-02  6.9236283373e-14  1.2304579283e-03  2.1592706558e-02
4.9000000000e+00  -5.9886980257e-02  -5.9886980257e-02  -5.8711149651e-02  4.2708891979e-14  1.1758306067e-03  2.1533411980e-02
4.9100000000e+00  -6.0762102995e-02  -6.0762102995e-02  -5.9641755847e-02  1.6091294963e-14  1.1203471479e-03  2.1481430076e-02
4.9200000000e+00  -6.1572566417e-02  -6.1572566417e-02  -6.0508501074e-02  1.0491607583e-14  1.0640653429e-03  2.1436334692e-02
4.9300000000e+00  -6.2317964700e-02  -6.2317964700e-02  -6.1310921218e-02  3.6991243402e-14  1.0070434818e-03  2.1397681182e-02
4.9400000000e+00  -6.2997958078e-02  -6.2997958078e-02  -6.2048617774e-02  6.3352101343e-14  9.4934030371e-04  2.1365008348e-02
4.9500000000e+00  -6.3612272784e-02  -6.3612272784e-02  -6.2721257838e-02  8.9678264814e-14  8.9101494574e-04  2.1337840412e-02
4.9600000000e+00  -6.4160700921e-02  -6.4160700921e-02  -6.3328574029e-02  1.1585177262e-13  8.3212689207e-04  2.1315689024e-02
4.9700000000e+00  -6.4643100271e-02  -6.4643100272e-02  -6.3870364350e-02  1.4188650255e-13  7.7273592172e-04  2.1298055298e-02
4.9800000000e+00  -6.5059394043e-02  -6.5059394044e-02  -6.4346491987e-02  1.6767143229e-13  7.1290205587e-04  2.1284431857e-02
4.9900000000e+00  -6.5409570555e-02  -6.5409570555e-02  -6.4756885050e-02  1.9328982859e-13  6.5268550444e-04  2.1274304894e-02
5.0000000000e+00  -6.5693682854e-02  -6.5693682854e-02  -6.5101536242e-02  2.1860291355e-13  5.9214661197e-04  2.1267156229e-02
5.0100000000e+00  -6.5911848284e-02  -6.5911848284e-02  -6.5380502481e-02  2.4369395391e-13  5.3134580290e-04  2.1262465358e-02
5.0200000000e+00  -6.6064247978e-02  -6.6064247978e-02  -6.5593904452e-02  2.6847968293e-13  4.7034352609e-04  2.1259711493e-02
5.0300000000e+00  -6.6151126306e-02  -6.6151126306e-02  -6.5741926107e-02  2.9298785620e-13  4.0920019880e-04  2.1258375569e-02
5.0400000000e+00  -6.6172790252e-02  -6.6172790252e-02  -6.5824814102e-02  3.1714908477e-13  3.4797615010e-04  2.1257942225e-02
5.0500000000e+00  -6.6129608745e-02  -6.6129608745e-02  -6.5842877181e-02  3.4096336865e-13  2.8673156371e-04  2.1257901750e-02
5.0600000000e+00  -6.6022011923e-02  -6.6022011923e-02  -6.5796485503e-02  3.6437519668e-13  2.2552642039e-04  2.1257751978e-02
5.0700000000e+00  -6.5850490349e-02  -6.5850490349e-02  -6.5686069909e-02  3.8737069108e-13  1.6442043997e-04  2.1257000136e-02
5.0800000000e+00  -6.5615594168e-02  -6.5615594169e-02  -6.5512121145e-02  4.0993597406e-13  1.0347302299e-04  2.1255164631e-02
5.0900000000e+00  -6.5317932214e-02  -6.5317932215e-02  -6.5275189022e-02  4.3205716782e-13  4.2743192152e-05  2.1251776771e-02
5.1000000000e+00  -6.4958171062e-02  -6.4958171063e-02  -6.4975881529e-02  4.5373427238e-13  1.7710466433e-05  2.1246382419e-02
5.1100000000e+00  -6.4537034033e-02  -6.4537034033e-02  -6.4614863895e-02  4.7491177657e-13  7.7829861997e-05  2.1238543570e-02
5.1200000000e+00  -6.4055300143e-02  -6.4055300143e-02  -6.4192857601e-02  4.9557580262e-13  1.3755745787e-04  2.1227839843e-02
5.1300000000e+00  -6.3513803012e-02  -6.3513803013e-02  -6.3710639342e-02  5.1568471715e-13  1.9683633006e-04  2.1213869893e-02
5.1400000000e+00  -6.2913429723e-02  -6.2913429723e-02  -6.3169039948e-02  5.3522464238e-13  2.5561022560e-04  2.1196252723e-02
5.1500000000e+00  -6.2255119628e-02  -6.2255119628e-02  -6.2568943248e-02  5.5434129509e-13  3.1382362047e-04  2.1174628918e-02
5.1600000000e+00  -6.1539863124e-02  -6.1539863124e-02  -6.1911284901e-02  5.7277099730e-13  3.7142177706e-04  2.1148661758e-02
5.1700000000e+00  -6.0768700374e-02  -6.0768700375e-02  -6.1197051175e-02  5.9060395463e-13  4.2835080100e-04  2.1118038252e-02
5.1800000000e+00  -5.9942719997e-02  -5.9942719998e-02  -6.0427277694e-02  6.0782628930e-13  4.8455769726e-04  2.1082470051e-02
5.1900000000e+00  -5.9063057707e-02  -5.9063057708e-02  -5.9603048133e-02  6.2450045135e-13  5.3999042537e-04  2.1041694263e-02
5.2000000000e+00  -5.8130894928e-02  -5.8130894928e-02  -5.8725492881e-02  6.4043909065e-13  5.9459795364e-04  2.0995474159e-02
5.2100000000e+00  -5.7147457356e-02  -5.7147457357e-02  -5.7795787669e-02  6.5573241281e-13  6.4833031230e-04  2.0943599766e-02
5.2200000000e+00  -5.6114013507e-02  -5.6114013507e-02  -5.6815152152e-02  6.7031796780e-13  7.0113864537e-04  2.0885888351e-02
5.2300000000e+00  -5.5031873208e-02  -5.5031873209e-02  -5.5784848469e-02  6.8438310574e-13  7.5297526121e-04  2.0822184793e-02
5.2400000000e+00  -5.3902386080e-02  -5.3902386081e-02  -5.4706179761e-02  6.9759475974e-13  8.0379368157e-04  2.0752361845e-02
5.2500000000e+00  -5.2726939971e-02  -5.2726939972e-02  -5.3580488660e-02  7.1009864655e-13  8.5354868905e-04  2.0676320281e-02
5.2600000000e+00  -5.1506959376e-02  -5.1506959377e-02  -5.2409155749e-02  7.2188782729e-13  9.0219637289e-04  2.0593988936e-02
5.2700000000e+00  -5.0243903822e-02  -5.0243903823e-02  -5.1193597995e-02  7.3310107984e-13  9.4969417298e-04  2.0505324633e-02
5.2800000000e+00  -4.8939266232e-02  -4.8939266233e-02  -4.9935267154e-02  7.4341921508e-13  9.9600092190e-04  2.0410312007e-02
5.2900000000e+00  -4.7594571264e-02  -4.7594571265e-02  -4.8635648149e-02  7.5298794977e-13  1.0410768851e-03  2.0308963218e-02
5.3000000000e+00  -4.6211373632e-02  -4.6211373633e-02  -4.7296257431e-02  7.6180728392e-13  1.0848837987e-03  2.0201317561e-02
5.3100000000e+00  -4.4791256404e-02  -4.4791256404e-02  -4.5918641309e-02  7.7003681209e-13  1.1273849058e-03  2.0087440980e-02
5.3200000000e+00  -4.3335829284e-02  -4.3335829284e-02  -4.4504374274e-02  7.7731571180e-13  1.1685449898e-03  1.9967425477e-02
5.3300000000e+00  -4.1846726880e-02  -4.1846726881e-02  -4.3055057286e-02  7.8381051649e-13  1.2083304059e-03  1.9841388431e-02
5.3400000000e+00  -4.0325606956e-02  -4.0325606957e-02  -4.1572316066e-02  7.8954204286e-13  1.2467091101e-03  1.9709471824e-02
5.3500000000e+00  -3.8774148672e-02  -3.8774148672e-02  -4.0057799358e-02  7.9449641310e-13  1.2836506860e-03  1.9571841384e-02
5.3600000000e+00  -3.7194050811e-02  -3.7194050812e-02  -3.8513177180e-02  7.9883322179e-13  1.3191263689e-03  1.9428685642e-02
5.3700000000e+00  -3.5587030006e-02  -3.5587030007e-02  -3.6940139074e-02  8.0219858534e-13  1.3531090678e-03  1.9280214909e-02
5.3800000000e+00  -3.3954818949e-02  -3.3954818950e-02  -3.5340392334e-02  8.0477985387e-13  1.3855733848e-03  1.9126660190e-02
5.3900000000e+00  -3.2299164605e-02  -3.2299164606e-02  -3.3715660237e-02  8.0657008850e-13  1.4164956316e-03  1.8968272018e-02
5.4000000000e+00  -3.0621826413e-02  -3.0621826414e-02  -3.2067680257e-02  8.0758663645e-13  1.4458538444e-03  1.8805319234e-02
5.4100000000e+00  -2.8924574495e-02  -2.8924574496e-02  -3.0398202291e-02  8.0778786438e-13  1.4736277955e-03  1.8638087707e-02
5.4200000000e+00  -2.7209187859e-02  -2.7209187860e-02  -2.8708986862e-02  8.0719805839e-13  1.4997990033e-03  1.8466879003e-02
5.4300000000e+00  -2.5477452607e-02  -2.5477452608e-02  -2.7001803345e-02  8.0581374906e-13  1.5243507386e-03  1.8292009011e-02
5.4400000000e+00  -2.3731160143e-02  -2.3731160144e-02  -2.5278428173e-02  8.0386391987e-13  1.5472680301e-03  1.8113806521e-02
5.4500000000e+00  -2.1972105395e-02  -2.1972105396e-02  -2.3540643061e-02  8.0092876775e-13  1.5685376661e-03  1.7932611781e-02
5.4600000000e+00  -2.0202085031e-02  -2.0202085032e-02  -2.1790233226e-02  7.9721992896e-13  1.5881481949e-03  1.7748775017e-02
5.4700000000e+00  -1.8422895699e-02  -1.8422895699e-02  -2.0028985621e-02  7.9273740350e-13  1.6060899225e-03  1.7562654935e-02
5.4800000000e+00  -1.6636332263e-02  -1.6636332264e-02  -1.8258687171e-02  7.8769976652e-13  1.6223549079e-03  1.7374617206e-02
5.4900000000e+00  -1.4844186066e-02  -1.4844186067e-02  -1.6481123023e-02  7.8169762330e-13  1.6369369567e-03  1.7185032944e-02
5.5000000000e+00  -1.3048243191e-02  -1.3048243192e-02  -1.4698074804e-02  7.7494607953e-13  1.6498316126e-03  1.6994277181e-02
5.5100000000e+00  -1.1250282752e-02  -1.1250282753e-02  -1.2911318898e-02  7.6745727828e-13  1.6610361463e-03  1.6802727341e-02
