# t   theta_analytical   theta   omega   theta_errors   omega_errors   energy
8.9300000000e+00  -1.7547952738e+00  -1.7532766447e+00  -9.8273256504e-01  1.5186291129e-03  3.2955832753e-03  2.0198711436e+00
8.9400000000e+00  -1.7644967648e+00  -1.7630110523e+00  -9.6413320143e-01  1.4857124395e-03  3.2876545803e-03  2.0188804003e+00
8.9500000000e+00  -1.7740118761e+00  -1.7725589982e+00  -9.4544069202e-01  1.4528778469e-03  3.2791781523e-03  2.0179117522e+00
8.9600000000e+00  -1.7833396956e+00  -1.7819195651e+00  -9.2665786289e-01  1.4201304835e-03  3.2702195537e-03  2.0169660657e+00
8.9700000000e+00  -1.7924793387e+00  -1.7910918639e+00  -9.0778754356e-01  1.3874748497e-03  3.2608427402e-03  2.0160441445e+00
8.9800000000e+00  -1.8014299486e+00  -1.8000750338e+00  -8.8883256573e-01  1.3549148152e-03  3.2511099019e-03  2.0151467285e+00
8.9900000000e+00  -1.8101906961e+00  -1.8088682424e+00  -8.6979576211e-01  1.3224536373e-03  3.2410813106e-03  2.0142744931e+00
9.0000000000e+00  -1.8187607797e+00  -1.8174706857e+00  -8.5067996515e-01  1.2900939806e-03  3.2308151744e-03  2.0134280482e+00
9.0100000000e+00  -1.8271394258e+00  -1.8258815878e+00  -8.3148800588e-01  1.2578379387e-03  3.2203675015e-03  2.0126079384e+00
9.0200000000e+00  -1.8353258884e+00  -1.8341002014e+00  -8.1222271270e-01  1.2256870565e-03  3.2097919708e-03  2.0118146418e+00
9.0300000000e+00  -1.8433194494e+00  -1.8421258071e+00  -7.9288691025e-01  1.1936423544e-03  3.1991398114e-03  2.0110485708e+00
9.0400000000e+00  -1.8511194183e+00  -1.8499577139e+00  -7.7348341819e-01  1.1617043532e-03  3.1884596911e-03  2.0103100708e+00
9.0500000000e+00  -1.8587251323e+00  -1.8575952592e+00  -7.5401505015e-01  1.1298731001e-03  3.1777976139e-03  2.0095994214e+00
9.0600000000e+00  -1.8661359562e+00  -1.8650378080e+00  -7.3448461254e-01  1.0981481963e-03  3.1671968260e-03  2.0089168358e+00
9.0700000000e+00  -1.8733512827e+00  -1.8722847539e+00  -7.1489490350e-01  1.0665288243e-03  3.1566977324e-03  2.0082624613e+00
9.0800000000e+00  -1.8803705316e+00  -1.8793355178e+00  -6.9524871181e-01  1.0350137773e-03  3.1463378219e-03  2.0076363800e+00
9.0900000000e+00  -1.8871931506e+00  -1.8861895491e+00  -6.7554881583e-01  1.0036014885e-03  3.1361516028e-03  2.0070386088e+00
9.1000000000e+00  -1.8938186144e+00  -1.8928463244e+00  -6.5579798248e-01  9.7229006107e-04  3.1261705475e-03  2.0064691008e+00
9.1100000000e+00  -1.9002464254e+00  -1.8993053481e+00  -6.3599896622e-01  9.4107729873e-04  3.1164230480e-03  2.0059277452e+00
9.1200000000e+00  -1.9064761130e+00  -1.9055661522e+00  -6.1615450808e-01  9.0996073699e-04  3.1069343806e-03  2.0054143692e+00
9.1300000000e+00  -1.9125072336e+00  -1.9116282959e+00  -5.9626733469e-01  8.7893767421e-04  3.0977266805e-03  2.0049287381e+00
9.1400000000e+00  -1.9183393708e+00  -1.9174913656e+00  -5.7634015733e-01  8.4800520320e-04  3.0888189274e-03  2.0044705570e+00
9.1500000000e+00  -1.9239721349e+00  -1.9231549747e+00  -5.5637567108e-01  8.1716024276e-04  3.0802269398e-03  2.0040394720e+00
9.1600000000e+00  -1.9294051631e+00  -1.9286187636e+00  -5.3637655385e-01  7.8639956930e-04  3.0719633798e-03  2.0036350713e+00
9.1700000000e+00  -1.9346381190e+00  -1.9338823992e+00  -5.1634546562e-01  7.5571984833e-04  3.0640377678e-03  2.0032568869e+00
9.1800000000e+00  -1.9396706928e+00  -1.9389455751e+00  -4.9628504751e-01  7.2511766577e-04  3.0564565065e-03  2.0029043958e+00
9.1900000000e+00  -1.9445026007e+00  -1.9438080111e+00  -4.7619792109e-01  6.9458955896e-04  3.0492229147e-03  2.0025770221e+00
9.2000000000e+00  -1.9491335852e+00  -1.9484694532e+00  -4.5608668753e-01  6.6413204732e-04  3.0423372702e-03  2.0022741383e+00
9.2100000000e+00  -1.9535634148e+00  -1.9529296731e+00  -4.3595392689e-01  6.3374166245e-04  3.0357968623e-03  2.0019950673e+00
9.2200000000e+00  -1.9577918835e+00  -1.9571884685e+00  -4.1580219740e-01  6.0341497776e-04  3.0295960525e-03  2.0017390843e+00
9.2300000000e+00  -1.9618188109e+00  -1.9612456623e+00  -3.9563403477e-01  5.7314863741e-04  3.0237263450e-03  2.0015054187e+00
9.2400000000e+00  -1.9656440422e+00  -1.9651011028e+00  -3.7545195158e-01  5.4293938447e-04  3.0181764644e-03  2.0012932561e+00
9.2500000000e+00  -1.9692674473e+00  -1.9687546632e+00  -3.5525843659e-01  5.1278408831e-04  3.0129324424e-03  2.0011017404e+00
9.2600000000e+00  -1.9726889214e+00  -1.9722062416e+00  -3.3505595420e-01  4.8267977104e-04  3.0079777122e-03  2.0009299760e+00
9.2700000000e+00  -1.9759083842e+00  -1.9754557605e+00  -3.1484694386e-01  4.5262363304e-04  3.0032932101e-03  2.0007770300e+00
9.2800000000e+00  -1.9789257799e+00  -1.9785031668e+00  -2.9463381957e-01  4.2261307733e-04  2.9988574845e-03  2.0006419343e+00
9.2900000000e+00  -1.9817410769e+00  -1.9813484312e+00  -2.7441896932e-01  3.9264573293e-04  2.9946468118e-03  2.0005236882e+00
9.3000000000e+00  -1.9843542678e+00  -1.9839915483e+00  -2.5420475468e-01  3.6271947694e-04  2.9906353183e-03  2.0004212605e+00
9.3100000000e+00  -1.9867653686e+00  -1.9864325362e+00  -2.3399351035e-01  3.3283245541e-04  2.9867951086e-03  2.0003335918e+00
9.3200000000e+00  -1.9889744192e+00  -1.9886714361e+00  -2.1378754369e-01  3.0298310291e-04  2.9830963995e-03  2.0002595973e+00
9.3300000000e+00  -1.9909814824e+00  -1.9907083123e+00  -1.9358913444e-01  2.7317016068e-04  2.9795076588e-03  2.0001981687e+00
9.3400000000e+00  -1.9927866442e+00  -1.9925432515e+00  -1.7340053427e-01  2.4339269347e-04  2.9759957490e-03  2.0001481772e+00
9.3500000000e+00  -1.9943900132e+00  -1.9941763630e+00  -1.5322396654e-01  2.1365010477e-04  2.9725260758e-03  2.0001084754e+00
9.3600000000e+00  -1.9957917204e+00  -1.9956077782e+00  -1.3306162597e-01  1.8394215070e-04  2.9690627395e-03  2.0000779005e+00
9.3700000000e+00  -1.9969919192e+00  -1.9968376502e+00  -1.1291567838e-01  1.5426895225e-04  2.9655686905e-03  2.0000552759e+00
9.3800000000e+00  -1.9979907846e+00  -1.9978661536e+00  -9.2788260476e-02  1.2463100598e-04  2.9620058878e-03  2.0000394145e+00
9.3900000000e+00  -1.9987885134e+00  -1.9986934842e+00  -7.2681479643e-02  9.5029193170e-05  2.9583354593e-03  2.0000291207e+00
9.4000000000e+00  -1.9993853237e+00  -1.9993198589e+00  -5.2597413765e-02  6.5464787291e-05  2.9545178646e-03  2.0000231931e+00
9.4100000000e+00  -1.9997814545e+00  -1.9997455150e+00  -3.2538111090e-02  3.5939459875e-05  2.9505130596e-03  2.0000204268e+00
9.4200000000e+00  -1.9999771657e+00  -1.9999707104e+00  -1.2505590112e-02  6.4552847276e-06  2.9462806608e-03  2.0000196161e+00
9.4300000000e+00  -1.9999727375e+00  -1.9999957227e+00  7.4981605205e-03  2.2985259507e-05  2.9417801119e-03  2.0000195567e+00
9.4400000000e+00  -1.9997684703e+00  -1.9998208496e+00  2.7471182063e-02  5.2379288446e-05  2.9369708492e-03  2.0000190482e+00
9.4500000000e+00  -1.9993646845e+00  -1.9994464080e+00  4.7411545707e-02  8.1723512722e-05  2.9318124668e-03  2.0000168965e+00
9.4600000000e+00  -1.9987617197e+00  -1.9988727339e+00  6.7317352593e-02  1.1101424038e-04  2.9262648816e-03  2.0000119161e+00
9.4700000000e+00  -1.9979599350e+00  -1.9981001823e+00  8.7186733787e-02  1.4024738094e-04  2.9202884957e-03  2.0000029326e+00
9.4800000000e+00  -1.9969597083e+00  -1.9971291268e+00  1.0701785024e-01  1.6941845104e-04  2.9138443586e-03  1.9999887846e+00
9.4900000000e+00  -1.9957614363e+00  -1.9959599589e+00  1.2680889271e-01  1.9852258169e-04  2.9068943254e-03  1.9999683264e+00
9.5000000000e+00  -1.9943655339e+00  -1.9945930884e+00  1.4655808169e-01  2.2755452716e-04  2.8994012137e-03  1.9999404299e+00
9.5100000000e+00  -1.9927724340e+00  -1.9930289426e+00  1.6626366727e-01  2.5650867534e-04  2.8913289565e-03  1.9999039866e+00
9.5200000000e+00  -1.9909825871e+00  -1.9912679662e+00  1.8592392901e-01  2.8537905964e-04  2.8826427519e-03  1.9998579102e+00
9.5300000000e+00  -1.9889964614e+00  -1.9893106208e+00  2.0553717576e-01  3.1415937241e-04  2.8733092086e-03  1.9998011383e+00
9.5400000000e+00  -1.9868145419e+00  -1.9871573849e+00  2.2510174550e-01  3.4284297970e-04  2.8632964876e-03  1.9997326341e+00
9.5500000000e+00  -1.9844373306e+00  -1.9848087536e+00  2.4461600510e-01  3.7142293753e-04  2.8525744380e-03  1.9996513891e+00
9.5600000000e+00  -1.9818653459e+00  -1.9822652379e+00  2.6407835013e-01  3.9989200938e-04  2.8411147288e-03  1.9995564241e+00
9.5700000000e+00  -1.9790991222e+00  -1.9795273649e+00  2.8348720459e-01  4.2824268505e-04  2.8288909745e-03  1.9994467917e+00
9.5800000000e+00  -1.9761392100e+00  -1.9765956772e+00  3.0284102064e-01  4.5646720074e-04  2.8158788553e-03  1.9993215775e+00
9.5900000000e+00  -1.9729861754e+00  -1.9734707330e+00  3.2213827831e-01  4.8455756022e-04  2.8020562308e-03  1.9991799022e+00
9.6000000000e+00  -1.9696405996e+00  -1.9701531052e+00  3.4137748521e-01  5.1250555723e-04  2.7874032474e-03  1.9990209226e+00
9.6100000000e+00  -1.9661030789e+00  -1.9666433817e+00  3.6055717620e-01  5.4030279881e-04  2.7719024388e-03  1.9988438340e+00
9.6200000000e+00  -1.9623742241e+00  -1.9629421648e+00  3.7967591305e-01  5.6794072968e-04  2.7555388199e-03  1.9986478707e+00
9.6300000000e+00  -1.9584546606e+00  -1.9590500713e+00  3.9873228405e-01  5.9541065749e-04  2.7382999727e-03  1.9984323081e+00
9.6400000000e+00  -1.9543450279e+00  -1.9549677317e+00  4.1772490371e-01  6.2270377884e-04  2.7201761255e-03  1.9981964635e+00
9.6500000000e+00  -1.9500459791e+00  -1.9506957903e+00  4.3665241228e-01  6.4981120617e-04  2.7011602238e-03  1.9979396977e+00
9.6600000000e+00  -1.9455581809e+00  -1.9462349049e+00  4.5551347543e-01  6.7672399523e-04  2.6812479933e-03  1.9976614157e+00
9.6700000000e+00  -1.9408823134e+00  -1.9415857466e+00  4.7430678377e-01  7.0343317316e-04  2.6604379958e-03  1.9973610683e+00
9.6800000000e+00  -1.9360190696e+00  -1.9367489994e+00  4.9303105244e-01  7.2992976708e-04  2.6387316751e-03  1.9970381526e+00
9.6900000000e+00  -1.9309691551e+00  -1.9317253599e+00  5.1168502068e-01  7.5620483314e-04  2.6161333964e-03  1.9966922132e+00
9.7000000000e+00  -1.9257332879e+00  -1.9265155374e+00  5.3026745135e-01  7.8224948587e-04  2.5926504759e-03  1.9963228429e+00
9.7100000000e+00  -1.9203121985e+00  -1.9211202534e+00  5.4877713047e-01  8.0805492782e-04  2.5682932030e-03  1.9959296834e+00
9.7200000000e+00  -1.9147066288e+00  -1.9155402413e+00  5.6721286676e-01  8.3361247934e-04  2.5430748525e-03  1.9955124261e+00
9.7300000000e+00  -1.9089173328e+00  -1.9097762464e+00  5.8557349111e-01  8.5891360849e-04  2.5170116898e-03  1.9950708124e+00
9.7400000000e+00  -1.9029450757e+00  -1.9038290257e+00  6.0385785610e-01  8.8394996093e-04  2.4901229663e-03  1.9946046347e+00
9.7500000000e+00  -1.8967906339e+00  -1.8976993473e+00  6.2206483552e-01  9.0871338970e-04  2.4624309065e-03  1.9941137361e+00
9.7600000000e+00  -1.8904547946e+00  -1.8913879906e+00  6.4019332380e-01  9.3319598487e-04  2.4339606865e-03  1.9935980114e+00
9.7700000000e+00  -1.8839383559e+00  -1.8848957460e+00  6.5824223551e-01  9.5739010290e-04  2.4047404042e-03  1.9930574070e+00
9.7800000000e+00  -1.8772421263e+00  -1.8782234147e+00  6.7621050483e-01  9.8128839570e-04  2.3748010405e-03  1.9924919212e+00
9.7900000000e+00  -1.8703669244e+00  -1.8713718082e+00  6.9409708503e-01  1.0048838392e-03  2.3441764124e-03  1.9919016041e+00
9.8000000000e+00  -1.8633135790e+00  -1.8643417487e+00  7.1190094786e-01  1.0281697614e-03  2.3129031180e-03  1.9912865578e+00
9.8100000000e+00  -1.8560829285e+00  -1.8571340684e+00  7.2962108307e-01  1.0511398701e-03  2.2810204727e-03  1.9906469364e+00
9.8200000000e+00  -1.8486758212e+00  -1.8497496095e+00  7.4725649780e-01  1.0737882793e-03  2.2485704382e-03  1.9899829456e+00
9.8300000000e+00  -1.8410931145e+00  -1.8421892241e+00  7.6480621605e-01  1.0961095357e-03  2.2155975428e-03  1.9892948427e+00
9.8400000000e+00  -1.8333356753e+00  -1.8344537740e+00  7.8226927812e-01  1.1180986437e-03  2.1821487951e-03  1.9885829362e+00
9.8500000000e+00  -1.8254043794e+00  -1.8265441305e+00  7.9964473998e-01  1.1397510898e-03  2.1482735890e-03  1.9878475854e+00
9.8600000000e+00  -1.8173001114e+00  -1.8184611743e+00  8.1693167278e-01  1.1610628660e-03  2.1140236024e-03  1.9870892002e+00
9.8700000000e+00  -1.8090237647e+00  -1.8102057952e+00  8.3412916224e-01  1.1820304919e-03  2.0794526890e-03  1.9863082401e+00
9.8800000000e+00  -1.8005762412e+00  -1.8017788922e+00  8.5123630803e-01  1.2026510362e-03  2.0446167621e-03  1.9855052142e+00
9.8900000000e+00  -1.7919584510e+00  -1.7931813731e+00  8.6825222327e-01  1.2229221364e-03  2.0095736740e-03  1.9846806801e+00
9.9000000000e+00  -1.7831713127e+00  -1.7844141547e+00  8.8517603391e-01  1.2428420178e-03  1.9743830872e-03  1.9838352433e+00
9.9100000000e+00  -1.7742157528e+00  -1.7754781624e+00  9.0200687812e-01  1.2624095108e-03  1.9391063409e-03  1.9829695566e+00
9.9200000000e+00  -1.7650927058e+00  -1.7663743299e+00  9.1874390578e-01  1.2816240669e-03  1.9038063120e-03  1.9820843189e+00
9.9300000000e+00  -1.7558031140e+00  -1.7571035998e+00  9.3538627784e-01  1.3004857735e-03  1.8685472704e-03  1.9811802745e+00
9.9400000000e+00  -1.7463479273e+00  -1.7476669226e+00  9.5193316576e-01  1.3189953671e-03  1.8333947294e-03  1.9802582123e+00
9.9500000000e+00  -1.7367281032e+00  -1.7380652575e+00  9.6838375095e-01  1.3371542450e-03  1.7984152922e-03  1.9793189641e+00
9.9600000000e+00  -1.7269446068e+00  -1.7282995713e+00  9.8473722418e-01  1.3549644750e-03  1.7636764936e-03  1.9783634045e+00
9.9700000000e+00  -1.7169984105e+00  -1.7183708393e+00  1.0009927850e+00  1.3724288046e-03  1.7292466384e-03  1.9773924486e+00
9.9800000000e+00  -1.7068904940e+00  -1.7082800446e+00  1.0171496412e+00  1.3895506673e-03  1.6951946361e-03  1.9764070517e+00
9.9900000000e+00  -1.6966218440e+00  -1.6980281782e+00  1.0332070081e+00  1.4063341880e-03  1.6615898327e-03  1.9754082077e+00
1.0000000000e+01  -1.6861934545e+00  -1.6876162387e+00  1.0491641082e+00  1.4227841866e-03  1.6285018401e-03  1.9743969476e+00
1.0010000000e+01  -1.6756063266e+00  -1.6770452328e+00  1.0650201706e+00  1.4389061798e-03  1.5960003627e-03  1.9733743383e+00
1.0020000000e+01  -1.6648614682e+00  -1.6663161746e+00  1.0807744303e+00  1.4547063810e-03  1.5641550232e-03  1.9723414815e+00
1.0030000000e+01  -1.6539598944e+00  -1.6554300861e+00  1.0964261276e+00  1.4701916987e-03  1.5330351861e-03  1.9712995115e+00
1.0040000000e+01  -1.6429026267e+00  -1.6443879965e+00  1.1119745077e+00  1.4853697329e-03  1.5027097807e-03  1.9702495943e+00
1.0050000000e+01  -1.6316906940e+00  -1.6331909428e+00  1.1274188202e+00  1.5002487702e-03  1.4732471236e-03  1.9691929259e+00
1.0060000000e+01  -1.6203251317e+00  -1.6218399694e+00  1.1427583186e+00  1.5148377764e-03  1.4447147409e-03  1.9681307306e+00
1.0070000000e+01  -1.6088069819e+00  -1.6103361283e+00  1.1579922593e+00  1.5291463879e-03  1.4171791907e-03  1.9670642593e+00
1.0080000000e+01  -1.5971372937e+00  -1.5986804786e+00  1.1731199017e+00  1.5431849012e-03  1.3907058869e-03  1.9659947882e+00
1.0090000000e+01  -1.5853171228e+00  -1.5868740870e+00  1.1881405074e+00  1.5569642603e-03  1.3653589231e-03  1.9649236167e+00
1.0100000000e+01  -1.5733475316e+00  -1.5749180277e+00  1.2030533396e+00  1.5704960430e-03  1.3412008991e-03  1.9638520659e+00
1.0110000000e+01  -1.5612295895e+00  -1.5628133819e+00  1.2178576627e+00  1.5837924447e-03  1.3182927490e-03  1.9627814767e+00
1.0120000000e+01  -1.5489643723e+00  -1.5505612386e+00  1.2325527419e+00  1.5968662614e-03  1.2966935716e-03  1.9617132081e+00
1.0130000000e+01  -1.5365529628e+00  -1.5381626937e+00  1.2471378425e+00  1.6097308700e-03  1.2764604639e-03  1.9606486353e+00
1.0140000000e+01  -1.5239964506e+00  -1.5256188508e+00  1.2616122297e+00  1.6224002076e-03  1.2576483574e-03  1.9595891479e+00
1.0150000000e+01  -1.5112959319e+00  -1.5129308206e+00  1.2759751677e+00  1.6348887494e-03  1.2403098586e-03  1.9585361482e+00
1.0160000000e+01  -1.4984525099e+00  -1.5000997214e+00  1.2902259197e+00  1.6472114842e-03  1.2244950932e-03  1.9574910489e+00
1.0170000000e+01  -1.4854672947e+00  -1.4871266786e+00  1.3043637472e+00  1.6593838890e-03  1.2102515547e-03  1.9564552716e+00
1.0180000000e+01  -1.4723414034e+00  -1.4740128253e+00  1.3183879096e+00  1.6714219021e-03  1.1976239577e-03  1.9554302447e+00
1.0190000000e+01  -1.4590759599e+00  -1.4607593018e+00  1.3322976638e+00  1.6833418943e-03  1.1866540965e-03  1.9544174014e+00
1.0200000000e+01  -1.4456720952e+00  -1.4473672559e+00  1.3460922637e+00  1.6951606393e-03  1.1773807094e-03  1.9534181779e+00
1.0210000000e+01  -1.4321309476e+00  -1.4338378429e+00  1.3597709598e+00  1.7068952823e-03  1.1698393482e-03  1.9524340114e+00
1.0220000000e+01  -1.4184536622e+00  -1.4201722255e+00  1.3733329990e+00  1.7185633075e-03  1.1640622544e-03  1.9514663381e+00
1.0230000000e+01  -1.4046413918e+00  -1.4063715743e+00  1.3867776237e+00  1.7301825047e-03  1.1600782420e-03  1.9505165913e+00
1.0240000000e+01  -1.3906952961e+00  -1.3924370670e+00  1.4001040722e+00  1.7417709339e-03  1.1579125864e-03  1.9495861992e+00
1.0250000000e+01  -1.3766165424e+00  -1.3783698893e+00  1.4133115775e+00  1.7533468901e-03  1.1575869209e-03  1.9486765834e+00
1.0260000000e+01  -1.3624063056e+00  -1.3641712345e+00  1.4263993676e+00  1.7649288657e-03  1.1591191409e-03  1.9477891564e+00
1.0270000000e+01  -1.3480657681e+00  -1.3498423036e+00  1.4393666647e+00  1.7765355132e-03  1.1625233146e-03  1.9469253200e+00
1.0280000000e+01  -1.3335961198e+00  -1.3353843054e+00  1.4522126851e+00  1.7881856062e-03  1.1678096028e-03  1.9460864630e+00
1.0290000000e+01  -1.3189985588e+00  -1.3207984568e+00  1.4649366390e+00  1.7998980000e-03  1.1749841858e-03  1.9452739598e+00
1.0300000000e+01  -1.3042742906e+00  -1.3060859822e+00  1.4775377298e+00  1.8116915918e-03  1.1840491993e-03  1.9444891679e+00
1.0310000000e+01  -1.2894245291e+00  -1.2912481144e+00  1.4900151540e+00  1.8235852794e-03  1.1950026786e-03  1.9437334261e+00
1.0320000000e+01  -1.2744504961e+00  -1.2762860941e+00  1.5023681012e+00  1.8355979203e-03  1.2078385112e-03  1.9430080527e+00
1.0330000000e+01  -1.2593534217e+00  -1.2612011700e+00  1.5145957534e+00  1.8477482902e-03  1.2225463985e-03  1.9423143437e+00
1.0340000000e+01  -1.2441345443e+00  -1.2459945994e+00  1.5266972848e+00  1.8600550406e-03  1.2391118263e-03  1.9416535706e+00
1.0350000000e+01  -1.2287951109e+00  -1.2306676475e+00  1.5386718620e+00  1.8725366565e-03  1.2575160447e-03  1.9410269788e+00
1.0360000000e+01  -1.2133363767e+00  -1.2152215881e+00  1.5505186432e+00  1.8852114146e-03  1.2777360569e-03  1.9404357856e+00
1.0370000000e+01  -1.1977596061e+00  -1.1996577035e+00  1.5622367783e+00  1.8980973400e-03  1.2997446174e-03  1.9398811785e+00
1.0380000000e+01  -1.1820660721e+00  -1.1839772842e+00  1.5738254086e+00  1.9112121643e-03  1.3235102395e-03  1.9393643133e+00
1.0390000000e+01  -1.1662570566e+00  -1.1681816299e+00  1.5852836668e+00  1.9245732831e-03  1.3489972119e-03  1.9388863124e+00
1.0400000000e+01  -1.1503338507e+00  -1.1522720484e+00  1.5966106766e+00  1.9381977138e-03  1.3761656255e-03  1.9384482631e+00
1.0410000000e+01  -1.1342977547e+00  -1.1362498568e+00  1.6078055526e+00  1.9521020539e-03  1.4049714087e-03  1.9380512159e+00
1.0420000000e+01  -1.1181500783e+00  -1.1201163808e+00  1.6188674001e+00  1.9663024397e-03  1.4353663726e-03  1.9376961828e+00
1.0430000000e+01  -1.1018921407e+00  -1.1038729552e+00  1.6297953154e+00  1.9808145049e-03  1.4672982653e-03  1.9373841357e+00
1.0440000000e+01  -1.0855252706e+00  -1.0875209240e+00  1.6405883851e+00  1.9956533410e-03  1.5007108358e-03  1.9371160046e+00
1.0450000000e+01  -1.0690508066e+00  -1.0710616401e+00  1.6512456863e+00  2.0108334571e-03  1.5355439067e-03  1.9368926766e+00
1.0460000000e+01  -1.0524700972e+00  -1.0544964659e+00  1.6617662866e+00  2.0263687412e-03  1.5717334562e-03  1.9367149939e+00
1.0470000000e+01  -1.0357845007e+00  -1.0378267732e+00  1.6721492440e+00  2.0422724223e-03  1.6092117092e-03  1.9365837526e+00
1.0480000000e+01  -1.0189953860e+00  -1.0210539430e+00  1.6823936066e+00  2.0585570333e-03  1.6479072371e-03  1.9364997009e+00
1.0490000000e+01  -1.0021041318e+00  -1.0041793662e+00  1.6924984129e+00  2.0752343751e-03  1.6877450661e-03  1.9364635386e+00
1.0500000000e+01  -9.8511212769e-01  -9.8720444317e-01  1.7024626918e+00  2.0923154813e-03  1.7286467943e-03  1.9364759148e+00
1.0510000000e+01  -9.6802077348e-01  -9.7013058406e-01  1.7122854624e+00  2.1098105853e-03  1.7705307171e-03  1.9365374274e+00
1.0520000000e+01  -9.5083147983e-01  -9.5295920892e-01  1.7219657340e+00  2.1277290871e-03  1.8133119605e-03  1.9366486214e+00
1.0530000000e+01  -9.3354566819e-01  -9.3569174771e-01  1.7315025064e+00  2.1460795229e-03  1.8569026218e-03  1.9368099881e+00
1.0540000000e+01  -9.1616477095e-01  -9.1832964048e-01  1.7408947698e+00  2.1648695353e-03  1.9012119192e-03  1.9370219641e+00
1.0550000000e+01  -8.9869023156e-01  -9.0087433741e-01  1.7501415050e+00  2.1841058453e-03  1.9461463474e-03  1.9372849297e+00
1.0560000000e+01  -8.8112350468e-01  -8.8332729891e-01  1.7592416833e+00  2.2037942260e-03  1.9916098405e-03  1.9375992086e+00
1.0570000000e+01  -8.6346605625e-01  -8.6568999573e-01  1.7681942667e+00  2.2239394777e-03  2.0375039421e-03  1.9379650668e+00
1.0580000000e+01  -8.4571936364e-01  -8.4796390904e-01  1.7769982083e+00  2.2445454049e-03  2.0837279815e-03  1.9383827116e+00
1.0590000000e+01  -8.2788491576e-01  -8.3015053055e-01  1.7856524519e+00  2.2656147950e-03  2.1301792556e-03  1.9388522911e+00
1.0600000000e+01  -8.0996421315e-01  -8.1225136255e-01  1.7941559327e+00  2.2871493992e-03  2.1767532171e-03  1.9393738934e+00
1.0610000000e+01  -7.9195876810e-01  -7.9426791802e-01  1.8025075774e+00  2.3091499145e-03  2.2233436672e-03  1.9399475460e+00
1.0620000000e+01  -7.7387010476e-01  -7.7620172073e-01  1.8107063040e+00  2.3316159688e-03  2.2698429543e-03  1.9405732153e+00
1.0630000000e+01  -7.5569975919e-01  -7.5805430530e-01  1.8187510226e+00  2.3545461068e-03  2.3161421760e-03  1.9412508060e+00
1.0640000000e+01  -7.3744927952e-01  -7.3982721729e-01  1.8266406352e+00  2.3779377790e-03  2.3621313865e-03  1.9419801609e+00
1.0650000000e+01  -7.1912022597e-01  -7.2152201330e-01  1.8343740364e+00  2.4017873320e-03  2.4076998063e-03  1.9427610606e+00
1.0660000000e+01  -7.0071417098e-01  -7.0314026098e-01  1.8419501132e+00  2.4260900012e-03  2.4527360364e-03  1.9435932231e+00
1.0670000000e+01  -6.8223269927e-01  -6.8468353918e-01  1.8493677457e+00  2.4508399061e-03  2.4971282746e-03  1.9444763038e+00
1.0680000000e+01  -6.6367740792e-01  -6.6615343797e-01  1.8566258072e+00  2.4760300468e-03  2.5407645343e-03  1.9454098954e+00
1.0690000000e+01  -6.4504990641e-01  -6.4755155872e-01  1.8637231645e+00  2.5016523036e-03  2.5835328652e-03  1.9463935276e+00
1.0700000000e+01  -6.2635181672e-01  -6.2887951415e-01  1.8706586788e+00  2.5276974386e-03  2.6253215757e-03  1.9474266680e+00
1.0710000000e+01  -6.0758477333e-01  -6.1013892843e-01  1.8774312053e+00  2.5541550990e-03  2.6660194558e-03  1.9485087213e+00
1.0720000000e+01  -5.8875042335e-01  -5.9133143717e-01  1.8840395941e+00  2.5810138232e-03  2.7055160008e-03  1.9496390303e+00
1.0730000000e+01  -5.6985042648e-01  -5.7245868752e-01  1.8904826904e+00  2.6082610492e-03  2.7437016350e-03  1.9508168759e+00
1.0740000000e+01  -5.5088645508e-01  -5.5352233820e-01  1.8967593354e+00  2.6358831246e-03  2.7804679346e-03  1.9520414776e+00
1.0750000000e+01  -5.3186019421e-01  -5.3452405953e-01  1.9028683659e+00  2.6638653197e-03  2.8157078500e-03  1.9533119941e+00
1.0760000000e+01  -5.1277334164e-01  -5.1546553349e-01  1.9088086158e+00  2.6921918420e-03  2.8493159266e-03  1.9546275239e+00
1.0770000000e+01  -4.9362760786e-01  -4.9634845372e-01  1.9145789156e+00  2.7208458531e-03  2.8811885233e-03  1.9559871057e+00
1.0780000000e+01  -4.7442471609e-01  -4.7717452558e-01  1.9201780938e+00  2.7498094885e-03  2.9112240287e-03  1.9573897198e+00
1.0790000000e+01  -4.5516640228e-01  -4.5794546616e-01  1.9256049768e+00  2.7790638785e-03  2.9393230750e-03  1.9588342883e+00
1.0800000000e+01  -4.3585441510e-01  -4.3866300428e-01  1.9308583899e+00  2.8085891718e-03  2.9653887471e-03  1.9603196766e+00
1.0810000000e+01  -4.1649051595e-01  -4.1932888051e-01  1.9359371575e+00  2.8383645611e-03  2.9893267896e-03  1.9618446939e+00
1.0820000000e+01  -3.9707647889e-01  -3.9994484720e-01  1.9408401040e+00  2.8683683105e-03  3.0110458076e-03  1.9634080950e+00
1.0830000000e+01  -3.7761409063e-01  -3.8051266842e-01  1.9455660542e+00  2.8985777856e-03  3.0304574642e-03  1.9650085810e+00
1.0840000000e+01  -3.5810515053e-01  -3.6103412001e-01  1.9501138340e+00  2.9289694846e-03  3.0474766720e-03  1.9666448007e+00
1.0850000000e+01  -3.3855147048e-01  -3.4151098955e-01  1.9544822712e+00  2.9595190717e-03  3.0620217785e-03  1.9683153522e+00
